id,Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
484,27,72,26,Sandy,Pulses,24,1,38,10-26-26
485,29,55,40,Sandy,Sugarcane,19,7,15,28-28
486,27,68,47,Clayey,Tobacco,24,14,24,DAP
487,36,72,38,Loamy,Paddy,31,4,36,20-20
488,34,61,49,Sandy,Sugarcane,6,15,41,17-17-17
489,38,62,55,Black,Sugarcane,33,8,18,14-35-14
490,38,58,64,Sandy,Sugarcane,14,8,23,10-26-26
491,31,56,34,Red,Cotton,35,18,27,17-17-17
492,34,57,51,Red,Sugarcane,12,15,3,14-35-14
493,26,61,30,Red,Wheat,11,0,19,17-17-17
494,36,64,52,Sandy,Tobacco,35,7,29,10-26-26
495,27,50,28,Black,Oil seeds,15,0,30,17-17-17
496,36,67,62,Black,Cotton,16,18,8,DAP
497,38,72,26,Red,Oil seeds,27,14,11,10-26-26
498,28,61,37,Loamy,Ground Nuts,35,4,11,14-35-14
499,37,50,65,Loamy,Cotton,11,9,9,DAP
500,32,71,51,Clayey,Maize,5,7,24,DAP
501,37,68,35,Clayey,Cotton,15,0,22,20-20
502,28,60,65,Loamy,Wheat,40,5,30,17-17-17
503,37,53,47,Black,Paddy,38,12,9,14-35-14
504,25,54,58,Black,Maize,7,15,35,10-26-26
505,27,62,39,Red,Cotton,17,13,30,20-20
506,32,68,61,Sandy,Paddy,15,17,34,Urea
507,34,53,64,Loamy,Oil seeds,29,9,35,10-26-26
508,32,72,37,Sandy,Barley,37,1,11,14-35-14
509,28,72,34,Sandy,Ground Nuts,35,14,14,Urea
510,26,62,48,Red,Cotton,27,15,40,14-35-14
511,35,71,63,Clayey,Tobacco,42,12,4,14-35-14
512,38,55,52,Sandy,Paddy,28,14,23,10-26-26
513,29,54,40,Black,Oil seeds,15,8,18,10-26-26
514,33,52,53,Clayey,Paddy,8,13,36,Urea
515,36,62,51,Black,Wheat,41,12,41,Urea
516,26,68,34,Red,Paddy,17,14,1,20-20
517,31,56,55,Loamy,Pulses,42,15,16,10-26-26
518,25,72,55,Black,Millets,40,7,26,10-26-26
519,30,54,49,Clayey,Tobacco,10,18,41,10-26-26
520,27,55,36,Sandy,Wheat,37,5,10,20-20
521,34,63,29,Black,Maize,13,5,41,28-28
522,25,52,62,Red,Barley,24,11,7,10-26-26
523,37,51,39,Black,Tobacco,12,19,10,28-28
524,36,55,47,Loamy,Paddy,24,12,19,DAP
525,28,71,53,Sandy,Paddy,37,10,8,20-20
526,33,64,57,Red,Cotton,21,7,29,17-17-17
527,31,51,30,Black,Barley,10,3,22,14-35-14
528,34,66,52,Loamy,Pulses,18,13,5,20-20
529,33,67,44,Black,Paddy,14,13,18,10-26-26
530,28,62,46,Red,Oil seeds,29,10,31,20-20
531,32,50,57,Black,Maize,6,2,36,10-26-26
532,37,58,26,Black,Cotton,20,13,5,14-35-14
533,26,67,51,Sandy,Oil seeds,10,2,31,DAP
534,34,59,26,Loamy,Sugarcane,35,7,39,10-26-26
535,25,66,46,Clayey,Wheat,12,1,37,Urea
536,29,63,58,Loamy,Maize,23,0,33,14-35-14
537,37,53,59,Black,Cotton,28,3,7,10-26-26
538,35,61,60,Loamy,Barley,25,9,22,DAP
539,35,59,35,Sandy,Cotton,16,11,33,28-28
540,37,71,29,Loamy,Maize,13,6,13,DAP
541,29,66,40,Loamy,Barley,34,15,28,Urea
542,35,68,43,Clayey,Sugarcane,38,9,4,14-35-14
543,26,54,39,Sandy,Cotton,39,8,11,DAP
544,28,57,50,Black,Cotton,31,1,40,17-17-17
545,26,55,34,Loamy,Sugarcane,15,13,10,20-20
546,38,65,46,Sandy,Pulses,8,2,21,20-20
547,34,64,50,Red,Maize,9,16,0,17-17-17
548,26,64,46,Clayey,Pulses,15,1,38,Urea
549,29,53,56,Sandy,Cotton,21,18,8,28-28
550,38,64,59,Black,Barley,40,17,36,DAP
551,30,51,30,Red,Paddy,23,14,18,Urea
552,35,70,56,Red,Cotton,4,14,38,10-26-26
553,25,69,59,Black,Millets,22,15,24,10-26-26
554,38,55,40,Black,Paddy,17,0,33,28-28
555,28,61,43,Sandy,Oil seeds,30,0,22,DAP
556,34,53,40,Sandy,Wheat,41,14,5,10-26-26
557,33,66,60,Clayey,Tobacco,38,17,13,14-35-14
558,26,52,30,Clayey,Oil seeds,5,10,39,DAP
559,29,62,59,Red,Wheat,41,8,21,DAP
560,37,62,64,Loamy,Sugarcane,28,14,16,14-35-14
561,34,66,29,Loamy,Cotton,36,9,39,20-20
562,32,70,37,Red,Pulses,7,14,34,20-20
563,28,67,62,Loamy,Cotton,33,18,10,Urea
564,36,60,57,Black,Wheat,33,15,15,28-28
565,32,59,56,Loamy,Pulses,14,15,4,20-20
566,32,68,39,Red,Pulses,17,10,13,14-35-14
567,26,57,49,Loamy,Pulses,29,1,14,28-28
568,33,72,48,Clayey,Paddy,21,10,29,28-28
569,36,58,47,Loamy,Millets,37,12,1,14-35-14
570,30,71,51,Clayey,Millets,12,18,10,20-20
571,31,67,34,Sandy,Maize,16,17,5,10-26-26
572,31,71,51,Sandy,Millets,14,14,28,14-35-14
573,25,52,47,Clayey,Paddy,35,4,17,14-35-14
574,36,59,33,Clayey,Barley,40,6,18,DAP
575,37,70,41,Black,Millets,21,18,13,28-28
576,32,64,38,Loamy,Ground Nuts,28,10,23,20-20
577,34,71,34,Loamy,Tobacco,9,8,36,20-20
578,32,72,58,Sandy,Tobacco,39,7,6,17-17-17
579,35,64,40,Black,Pulses,18,13,27,20-20
580,29,62,35,Loamy,Maize,38,1,35,17-17-17
581,34,59,34,Black,Sugarcane,35,17,37,10-26-26
582,32,53,47,Black,Ground Nuts,36,2,20,14-35-14
583,35,63,37,Sandy,Cotton,41,1,19,28-28
584,37,72,41,Loamy,Ground Nuts,39,3,0,10-26-26
585,32,62,29,Loamy,Pulses,40,7,15,17-17-17
586,30,69,61,Black,Cotton,16,7,29,Urea
587,33,60,40,Clayey,Ground Nuts,14,9,32,10-26-26
588,25,51,61,Sandy,Sugarcane,18,4,35,28-28
589,34,60,30,Loamy,Cotton,36,18,12,10-26-26
590,31,65,43,Black,Barley,38,9,9,28-28
591,34,66,35,Black,Ground Nuts,8,16,24,Urea
592,27,63,38,Red,Ground Nuts,11,12,41,14-35-14
593,36,71,47,Black,Wheat,9,7,14,20-20
594,34,59,35,Clayey,Oil seeds,11,8,37,14-35-14
595,25,61,59,Loamy,Oil seeds,20,2,29,10-26-26
596,25,55,26,Red,Sugarcane,7,3,4,17-17-17
597,29,69,60,Sandy,Tobacco,16,4,10,10-26-26
598,38,67,30,Sandy,Millets,27,5,42,20-20
599,25,55,44,Loamy,Maize,5,16,5,17-17-17
600,37,51,38,Black,Maize,24,9,24,10-26-26
601,37,55,55,Black,Millets,37,3,9,14-35-14
602,30,51,38,Red,Sugarcane,16,19,10,28-28
603,33,59,28,Clayey,Oil seeds,29,5,15,14-35-14
604,32,71,42,Black,Millets,29,7,33,28-28
605,28,51,61,Red,Tobacco,23,0,16,10-26-26
606,32,69,37,Clayey,Barley,23,4,4,10-26-26
607,36,66,48,Sandy,Ground Nuts,12,0,36,17-17-17
608,34,54,37,Sandy,Ground Nuts,20,7,23,17-17-17
609,30,51,36,Loamy,Millets,33,10,24,Urea
610,28,63,65,Red,Maize,42,2,6,Urea
611,27,72,31,Clayey,Sugarcane,35,13,40,28-28
612,31,64,39,Clayey,Tobacco,30,0,26,20-20
613,26,69,30,Red,Millets,24,14,17,10-26-26
614,36,65,56,Sandy,Cotton,20,2,23,17-17-17
615,33,61,32,Red,Pulses,26,11,20,17-17-17
616,29,70,56,Loamy,Maize,18,14,14,14-35-14
617,38,56,42,Loamy,Oil seeds,17,14,22,28-28
618,37,54,28,Black,Millets,25,9,28,10-26-26
619,29,70,45,Clayey,Oil seeds,28,9,30,17-17-17
620,25,65,42,Black,Maize,24,12,30,28-28
621,34,58,42,Loamy,Wheat,18,12,23,10-26-26
622,36,64,58,Black,Pulses,9,4,4,28-28
623,32,55,37,Sandy,Maize,14,6,15,DAP
624,26,56,57,Sandy,Cotton,14,2,1,17-17-17
625,30,54,58,Loamy,Maize,39,2,10,14-35-14
626,34,52,41,Black,Cotton,39,18,5,14-35-14
627,28,57,40,Red,Paddy,11,7,40,Urea
628,35,64,53,Red,Ground Nuts,18,7,30,DAP
629,35,61,56,Sandy,Ground Nuts,17,3,28,28-28
630,35,53,27,Sandy,Cotton,41,17,3,Urea
631,25,70,40,Red,Sugarcane,25,15,21,17-17-17
632,34,69,51,Red,Paddy,38,1,7,DAP
633,28,50,64,Sandy,Cotton,33,15,31,20-20
634,26,66,61,Sandy,Maize,4,12,6,Urea
635,29,55,45,Red,Wheat,5,2,41,28-28
636,38,70,40,Clayey,Sugarcane,5,15,12,14-35-14
637,36,67,49,Red,Tobacco,10,3,40,17-17-17
638,31,68,53,Clayey,Oil seeds,33,0,25,Urea
639,38,66,47,Clayey,Wheat,12,16,28,14-35-14
640,35,57,47,Red,Ground Nuts,29,17,3,10-26-26
641,30,70,43,Red,Maize,7,0,9,DAP
642,32,53,25,Clayey,Maize,4,16,14,14-35-14
643,27,68,33,Red,Cotton,18,18,30,10-26-26
644,25,53,62,Sandy,Sugarcane,40,15,29,28-28
645,25,55,59,Clayey,Ground Nuts,41,9,41,20-20
646,38,60,54,Loamy,Sugarcane,32,12,30,14-35-14
647,27,70,38,Loamy,Wheat,33,18,33,10-26-26
648,34,70,34,Black,Sugarcane,27,5,10,20-20
649,37,54,43,Red,Oil seeds,36,0,29,14-35-14
650,27,70,46,Loamy,Cotton,19,2,16,DAP
651,35,56,48,Clayey,Ground Nuts,19,12,4,Urea
652,28,63,37,Black,Tobacco,39,8,14,20-20
653,35,64,45,Clayey,Pulses,30,13,24,10-26-26
654,38,63,46,Loamy,Barley,23,7,12,17-17-17
655,32,52,63,Sandy,Pulses,21,18,38,10-26-26
656,32,65,63,Clayey,Wheat,17,0,21,DAP
657,26,56,37,Clayey,Cotton,16,8,22,Urea
658,36,55,45,Red,Cotton,31,19,38,10-26-26
659,25,68,50,Sandy,Wheat,5,6,22,28-28
660,38,58,26,Clayey,Maize,40,15,32,10-26-26
661,35,51,36,Clayey,Wheat,42,19,42,Urea
662,38,59,57,Black,Wheat,25,11,3,28-28
663,38,70,60,Black,Wheat,4,4,9,14-35-14
664,31,60,27,Clayey,Tobacco,30,4,33,17-17-17
665,35,67,64,Red,Wheat,29,12,34,20-20
666,38,59,32,Red,Wheat,12,17,36,Urea
667,32,59,60,Loamy,Pulses,22,16,12,20-20
668,36,58,46,Sandy,Millets,28,7,37,Urea
669,25,58,39,Loamy,Oil seeds,7,15,35,10-26-26
670,30,70,48,Clayey,Sugarcane,11,9,10,28-28
671,30,58,31,Sandy,Paddy,39,15,13,DAP
672,34,62,60,Red,Ground Nuts,11,10,7,14-35-14
673,38,66,39,Sandy,Ground Nuts,16,12,41,14-35-14
674,29,55,38,Loamy,Paddy,23,19,19,28-28
675,38,56,49,Sandy,Oil seeds,26,1,3,10-26-26
676,27,52,32,Black,Ground Nuts,10,10,40,14-35-14
677,37,70,57,Loamy,Pulses,8,19,8,DAP
678,28,51,48,Clayey,Oil seeds,30,18,15,Urea
679,27,72,61,Red,Pulses,36,0,13,28-28
680,37,70,47,Sandy,Oil seeds,33,7,39,10-26-26
681,38,57,40,Red,Tobacco,39,13,10,20-20
682,37,59,58,Red,Paddy,29,4,30,17-17-17
683,36,70,35,Loamy,Millets,8,7,15,14-35-14
684,34,58,51,Clayey,Sugarcane,15,12,33,28-28
685,38,62,65,Red,Oil seeds,22,3,42,Urea
686,31,60,47,Black,Maize,39,10,5,28-28
687,36,65,60,Red,Paddy,21,18,4,14-35-14
688,26,66,46,Red,Tobacco,13,10,35,DAP
689,30,72,53,Black,Oil seeds,30,18,4,10-26-26
690,32,61,36,Sandy,Maize,27,12,32,10-26-26
691,29,54,59,Sandy,Maize,33,15,40,10-26-26
692,38,67,63,Red,Cotton,21,9,31,DAP
693,33,51,29,Black,Oil seeds,18,2,23,28-28
694,38,54,29,Red,Wheat,38,6,34,DAP
695,30,54,56,Loamy,Sugarcane,32,8,9,10-26-26
696,26,52,58,Black,Pulses,18,7,4,17-17-17
697,31,56,58,Sandy,Ground Nuts,23,5,32,14-35-14
698,27,70,27,Sandy,Ground Nuts,18,9,35,10-26-26
699,27,65,59,Loamy,Ground Nuts,33,6,32,28-28
700,30,65,27,Red,Pulses,18,4,36,17-17-17
701,36,63,53,Sandy,Paddy,38,19,27,20-20
702,36,62,48,Sandy,Oil seeds,30,18,9,28-28
703,35,57,26,Black,Pulses,23,4,24,DAP
704,35,57,62,Loamy,Ground Nuts,16,5,10,28-28
705,30,60,64,Clayey,Paddy,13,3,26,Urea
706,37,71,46,Loamy,Wheat,21,4,12,10-26-26
707,32,65,58,Sandy,Sugarcane,39,2,19,DAP
708,37,72,34,Sandy,Tobacco,22,11,42,14-35-14
709,25,53,58,Red,Tobacco,11,13,15,14-35-14
710,32,70,33,Sandy,Barley,36,1,32,10-26-26
711,27,59,37,Sandy,Oil seeds,37,11,1,28-28
712,29,62,64,Loamy,Barley,32,14,31,14-35-14
713,27,65,34,Loamy,Ground Nuts,11,19,38,17-17-17
714,36,70,38,Loamy,Barley,38,15,18,DAP
715,35,62,63,Loamy,Tobacco,37,9,14,14-35-14
716,27,69,61,Black,Pulses,20,5,30,28-28
717,28,62,37,Sandy,Paddy,37,2,25,DAP
718,32,67,38,Black,Barley,14,19,22,DAP
719,30,62,28,Loamy,Oil seeds,5,7,30,10-26-26
720,32,56,31,Red,Barley,29,1,23,DAP
721,36,54,33,Clayey,Oil seeds,17,6,15,20-20
722,25,52,59,Sandy,Ground Nuts,20,14,27,10-26-26
723,29,59,63,Sandy,Cotton,39,0,29,20-20
724,28,65,50,Sandy,Barley,33,4,1,14-35-14
725,27,70,25,Red,Tobacco,24,4,34,14-35-14
726,29,66,45,Loamy,Maize,35,0,38,20-20
727,30,67,49,Loamy,Cotton,7,9,33,20-20
728,33,64,46,Loamy,Oil seeds,34,17,30,14-35-14
729,33,63,48,Clayey,Pulses,19,15,31,28-28
730,30,56,52,Black,Sugarcane,5,10,28,Urea
731,27,66,53,Black,Sugarcane,26,8,19,DAP
732,28,60,25,Clayey,Tobacco,33,14,41,28-28
733,30,54,54,Red,Ground Nuts,10,10,37,DAP
734,33,65,31,Clayey,Oil seeds,7,6,10,Urea
735,37,66,38,Red,Oil seeds,40,17,3,28-28
736,30,53,52,Black,Tobacco,16,19,9,Urea
737,27,68,32,Clayey,Tobacco,30,5,38,DAP
738,28,59,44,Loamy,Sugarcane,18,0,27,17-17-17
739,30,61,45,Loamy,Barley,36,0,29,10-26-26
740,30,70,46,Red,Maize,31,13,27,Urea
741,29,52,40,Sandy,Maize,27,17,13,Urea
742,26,51,42,Sandy,Wheat,4,3,3,14-35-14
743,32,57,29,Clayey,Millets,4,11,0,Urea
744,36,72,25,Loamy,Pulses,19,4,2,20-20
745,29,69,49,Sandy,Tobacco,42,14,12,14-35-14
746,37,63,51,Loamy,Millets,17,14,6,DAP
747,35,65,56,Loamy,Millets,36,6,2,17-17-17
748,29,62,26,Red,Sugarcane,27,13,39,DAP
749,30,67,26,Clayey,Ground Nuts,33,2,17,20-20
750,30,72,42,Clayey,Tobacco,25,13,22,DAP
751,36,65,58,Loamy,Cotton,15,4,22,DAP
752,33,61,26,Sandy,Cotton,32,5,36,20-20
753,35,59,51,Sandy,Barley,23,12,24,Urea
754,36,52,61,Clayey,Sugarcane,15,9,18,17-17-17
755,25,65,56,Clayey,Barley,15,18,36,28-28
756,38,69,40,Sandy,Cotton,37,12,9,17-17-17
757,38,52,29,Sandy,Oil seeds,32,0,7,Urea
758,28,53,41,Loamy,Pulses,5,12,23,Urea
759,32,56,28,Sandy,Pulses,27,6,11,10-26-26
760,34,57,60,Sandy,Pulses,9,4,11,DAP
761,27,60,39,Clayey,Wheat,29,12,1,10-26-26
762,30,55,56,Black,Millets,35,16,25,10-26-26
763,31,69,59,Loamy,Sugarcane,12,0,9,10-26-26
764,26,61,32,Red,Oil seeds,5,10,1,Urea
765,28,51,37,Sandy,Maize,13,9,32,17-17-17
766,32,54,49,Clayey,Cotton,28,6,16,28-28
767,27,56,38,Red,Ground Nuts,28,15,0,14-35-14
768,27,51,48,Clayey,Maize,38,13,4,14-35-14
769,30,65,27,Sandy,Ground Nuts,42,16,6,17-17-17
770,33,60,28,Red,Wheat,5,8,35,17-17-17
771,35,51,58,Clayey,Barley,34,13,14,17-17-17
772,34,56,47,Sandy,Oil seeds,21,4,4,17-17-17
773,28,63,52,Loamy,Oil seeds,35,3,21,28-28
774,29,53,65,Loamy,Ground Nuts,26,8,17,14-35-14
775,25,59,45,Black,Pulses,17,8,33,10-26-26
776,32,60,49,Clayey,Tobacco,37,7,40,Urea
777,34,53,33,Loamy,Oil seeds,23,0,30,28-28
778,26,56,46,Red,Maize,5,11,7,14-35-14
779,33,67,65,Loamy,Pulses,18,5,13,20-20
780,37,59,30,Black,Wheat,24,0,12,Urea
781,29,64,60,Black,Cotton,11,18,19,17-17-17
782,27,50,33,Red,Sugarcane,25,18,17,20-20
783,26,58,54,Sandy,Oil seeds,26,15,21,20-20
784,34,58,25,Sandy,Cotton,22,13,26,17-17-17
785,27,65,46,Red,Ground Nuts,4,16,31,10-26-26
786,32,65,44,Clayey,Cotton,19,15,17,28-28
787,31,56,30,Clayey,Barley,10,17,9,28-28
788,31,61,51,Black,Maize,36,15,21,Urea
789,34,62,37,Red,Paddy,32,12,20,10-26-26
790,26,69,54,Loamy,Wheat,12,10,12,20-20
791,35,59,58,Loamy,Barley,39,18,1,Urea
792,31,53,56,Loamy,Wheat,6,19,5,17-17-17
793,33,65,42,Black,Cotton,7,7,19,DAP
794,34,70,48,Red,Ground Nuts,6,8,21,DAP
795,25,64,34,Sandy,Paddy,33,10,28,17-17-17
796,34,63,25,Black,Wheat,16,3,17,17-17-17
797,27,58,39,Black,Cotton,11,17,9,Urea
798,35,71,62,Sandy,Maize,9,14,10,28-28
799,33,52,27,Red,Wheat,33,17,7,10-26-26
800,35,64,35,Loamy,Millets,15,8,38,Urea
801,35,65,50,Black,Paddy,31,11,42,14-35-14
802,26,63,26,Clayey,Oil seeds,10,4,40,DAP
803,27,58,43,Sandy,Tobacco,32,8,17,17-17-17
804,38,64,41,Clayey,Wheat,29,1,23,10-26-26
805,27,69,62,Red,Pulses,10,12,39,Urea
806,36,59,41,Black,Oil seeds,9,17,25,Urea
807,37,69,28,Sandy,Tobacco,27,18,18,17-17-17
808,25,52,25,Clayey,Oil seeds,11,1,26,Urea
809,34,72,60,Clayey,Barley,37,0,10,10-26-26
810,32,62,35,Sandy,Oil seeds,35,7,18,10-26-26
811,25,56,49,Black,Wheat,21,11,15,Urea
812,25,57,48,Loamy,Millets,23,17,40,DAP
813,27,61,31,Clayey,Millets,34,15,32,20-20
814,31,56,32,Sandy,Paddy,5,17,6,17-17-17
815,27,64,52,Black,Barley,25,1,34,Urea
816,37,62,42,Loamy,Wheat,27,6,41,10-26-26
817,38,65,28,Clayey,Paddy,4,17,14,28-28
818,37,56,62,Loamy,Paddy,38,8,9,20-20
819,29,57,55,Red,Pulses,23,0,37,10-26-26
820,29,64,63,Red,Pulses,4,17,6,20-20
821,25,54,43,Loamy,Millets,37,18,26,Urea
822,25,57,51,Black,Wheat,32,12,8,DAP
823,28,67,51,Red,Millets,11,0,12,14-35-14
824,33,51,31,Loamy,Ground Nuts,5,10,16,10-26-26
825,35,68,49,Clayey,Millets,22,13,34,28-28
826,25,67,45,Red,Cotton,38,9,8,10-26-26
827,26,67,43,Red,Millets,29,6,18,20-20
828,37,60,29,Loamy,Ground Nuts,38,9,42,17-17-17
829,35,60,25,Sandy,Pulses,42,12,14,14-35-14
830,28,62,47,Sandy,Ground Nuts,21,16,31,17-17-17
831,25,52,26,Black,Paddy,7,19,36,20-20
832,34,53,52,Loamy,Barley,7,13,5,DAP
833,26,71,64,Red,Cotton,12,12,25,28-28
834,34,59,44,Clayey,Oil seeds,20,4,9,20-20
835,27,60,59,Sandy,Ground Nuts,36,7,39,28-28
836,30,72,56,Loamy,Maize,4,19,37,28-28
837,36,51,33,Clayey,Paddy,30,17,22,17-17-17
838,34,55,43,Black,Cotton,37,6,31,14-35-14
839,25,70,62,Loamy,Millets,26,6,40,28-28
840,27,62,57,Black,Maize,23,0,31,10-26-26
841,26,55,50,Loamy,Paddy,27,14,38,10-26-26
842,29,64,49,Black,Tobacco,12,17,12,14-35-14
843,25,50,39,Black,Sugarcane,37,1,40,10-26-26
844,38,60,49,Clayey,Oil seeds,34,10,26,20-20
845,37,57,26,Loamy,Pulses,10,8,16,28-28
846,31,60,48,Red,Pulses,12,14,27,Urea
847,29,50,54,Black,Ground Nuts,14,11,18,14-35-14
848,32,58,59,Loamy,Pulses,20,18,32,28-28
849,32,66,64,Loamy,Tobacco,25,5,20,28-28
850,30,55,51,Black,Pulses,10,14,27,17-17-17
851,25,58,64,Clayey,Paddy,41,10,10,DAP
852,31,52,53,Black,Cotton,38,14,11,DAP
853,37,64,34,Red,Maize,17,14,19,28-28
854,38,60,44,Clayey,Millets,30,9,32,28-28
855,35,60,58,Red,Tobacco,33,1,42,DAP
856,30,54,29,Black,Sugarcane,9,1,38,20-20
857,34,67,26,Loamy,Paddy,38,11,27,17-17-17
858,37,62,31,Black,Barley,30,15,15,17-17-17
859,27,57,38,Red,Ground Nuts,20,19,20,20-20
860,34,72,43,Black,Wheat,15,7,3,28-28
861,34,58,41,Loamy,Cotton,20,12,18,28-28
862,37,65,44,Red,Maize,39,13,0,17-17-17
863,38,56,33,Sandy,Maize,34,17,0,DAP
864,29,62,64,Black,Oil seeds,30,0,7,DAP
865,29,63,42,Clayey,Ground Nuts,24,5,22,17-17-17
866,37,59,48,Loamy,Sugarcane,8,18,37,14-35-14
867,38,66,64,Red,Cotton,17,13,29,10-26-26
868,33,52,46,Sandy,Wheat,17,17,1,20-20
869,26,59,25,Red,Oil seeds,10,19,23,DAP
870,28,55,57,Red,Millets,40,2,7,20-20
871,27,68,54,Clayey,Sugarcane,4,7,27,Urea
872,25,65,46,Loamy,Tobacco,32,4,14,28-28
873,28,64,65,Red,Paddy,19,7,4,Urea
874,36,61,57,Loamy,Sugarcane,30,8,4,20-20
875,29,61,28,Sandy,Millets,32,6,32,DAP
876,26,63,64,Sandy,Paddy,23,1,4,17-17-17
877,26,65,45,Clayey,Sugarcane,28,15,37,17-17-17
878,33,62,30,Red,Millets,12,1,23,20-20
879,31,54,47,Red,Tobacco,18,17,28,14-35-14
880,34,53,46,Sandy,Millets,37,7,40,20-20
881,32,50,40,Loamy,Pulses,13,9,25,14-35-14
882,38,63,36,Sandy,Ground Nuts,14,14,24,17-17-17
883,38,65,56,Red,Sugarcane,34,14,6,DAP
884,34,60,48,Red,Sugarcane,17,17,4,14-35-14
885,30,62,45,Loamy,Cotton,16,1,31,DAP
886,34,71,50,Black,Pulses,21,8,38,20-20
887,27,66,25,Clayey,Ground Nuts,30,2,4,10-26-26
888,30,70,40,Sandy,Wheat,11,17,34,10-26-26
889,35,58,33,Red,Pulses,9,3,21,DAP
890,31,51,58,Black,Millets,20,13,20,17-17-17
891,27,62,55,Sandy,Barley,25,6,21,DAP
892,35,60,56,Loamy,Paddy,34,0,26,17-17-17
893,37,61,65,Red,Cotton,10,0,26,14-35-14
894,31,58,52,Red,Oil seeds,30,15,26,DAP
895,25,59,33,Loamy,Wheat,8,19,41,10-26-26
896,26,66,44,Black,Barley,35,4,25,20-20
897,30,67,30,Black,Millets,4,19,20,20-20
898,37,58,63,Red,Ground Nuts,41,5,4,Urea
899,37,65,49,Sandy,Pulses,41,2,5,28-28
900,34,69,52,Sandy,Wheat,21,18,22,10-26-26
901,31,63,46,Loamy,Cotton,8,2,34,Urea
902,31,51,30,Red,Pulses,6,7,3,20-20
903,34,63,34,Loamy,Sugarcane,23,5,32,10-26-26
904,25,63,61,Black,Ground Nuts,19,4,36,Urea
905,27,58,29,Red,Tobacco,25,12,24,14-35-14
906,35,55,46,Red,Tobacco,25,14,30,14-35-14
907,36,59,46,Clayey,Millets,16,8,12,Urea
908,35,71,65,Clayey,Barley,14,17,20,10-26-26
909,25,67,27,Black,Pulses,11,4,35,14-35-14
910,28,54,27,Red,Cotton,19,0,24,10-26-26
911,37,57,46,Sandy,Pulses,9,2,27,DAP
912,37,55,40,Clayey,Millets,21,17,23,28-28
913,36,56,26,Sandy,Barley,23,16,40,28-28
914,34,69,48,Loamy,Ground Nuts,10,13,28,17-17-17
915,26,69,58,Loamy,Sugarcane,39,14,41,20-20
916,38,63,65,Black,Oil seeds,24,4,4,Urea
917,34,68,42,Loamy,Wheat,7,1,37,17-17-17
918,35,57,63,Black,Tobacco,40,0,16,10-26-26
919,38,61,31,Black,Oil seeds,34,1,26,14-35-14
920,31,56,44,Black,Wheat,19,15,23,Urea
921,27,63,50,Clayey,Millets,8,18,22,10-26-26
922,32,69,65,Black,Tobacco,8,15,8,10-26-26
923,33,65,54,Clayey,Ground Nuts,20,10,34,10-26-26
924,36,52,38,Red,Millets,24,8,26,28-28
925,35,62,38,Loamy,Paddy,26,19,41,10-26-26
926,30,51,39,Red,Oil seeds,8,6,0,10-26-26
927,35,67,36,Loamy,Paddy,26,8,37,DAP
928,32,65,35,Black,Barley,32,9,4,DAP
929,27,58,61,Loamy,Tobacco,6,5,22,28-28
930,38,55,54,Black,Maize,15,12,37,10-26-26
931,29,64,54,Sandy,Barley,17,14,19,DAP
932,38,56,35,Red,Tobacco,30,9,39,17-17-17
933,33,72,47,Clayey,Barley,33,10,27,20-20
934,31,52,36,Loamy,Tobacco,12,6,39,28-28
935,30,70,58,Black,Wheat,21,4,39,17-17-17
936,27,71,31,Sandy,Cotton,27,17,2,Urea
937,30,69,27,Clayey,Maize,29,5,24,10-26-26
938,38,65,43,Sandy,Paddy,33,16,29,10-26-26
939,34,61,42,Sandy,Wheat,34,3,40,17-17-17
940,33,58,27,Clayey,Maize,17,9,18,10-26-26
941,27,51,38,Red,Pulses,20,19,29,17-17-17
942,28,65,60,Red,Tobacco,34,18,3,28-28
943,29,64,30,Red,Tobacco,26,9,38,20-20
944,36,66,28,Black,Ground Nuts,7,16,21,20-20
945,34,55,26,Loamy,Ground Nuts,5,15,26,Urea
946,35,66,46,Loamy,Pulses,34,13,14,17-17-17
947,35,62,39,Clayey,Cotton,17,10,41,28-28
948,37,71,38,Loamy,Millets,12,4,8,10-26-26
949,34,72,38,Red,Pulses,28,4,35,10-26-26
950,29,67,32,Clayey,Cotton,37,18,20,17-17-17
951,35,55,50,Sandy,Millets,34,0,28,10-26-26
952,29,52,62,Red,Sugarcane,15,6,19,Urea
953,25,69,30,Red,Tobacco,9,0,11,20-20
954,30,50,63,Sandy,Ground Nuts,20,9,0,10-26-26
955,28,70,45,Clayey,Tobacco,14,1,37,14-35-14
956,28,54,55,Black,Pulses,24,13,16,DAP
957,33,59,61,Black,Tobacco,32,11,4,14-35-14
958,32,58,33,Sandy,Millets,35,13,40,20-20
959,31,68,29,Sandy,Sugarcane,21,13,15,17-17-17
960,30,66,60,Black,Paddy,38,15,32,17-17-17
961,36,51,46,Clayey,Millets,16,17,5,10-26-26
962,35,63,60,Loamy,Wheat,16,14,10,28-28
963,38,51,47,Loamy,Maize,29,12,27,14-35-14
964,30,62,54,Red,Pulses,27,2,5,28-28
965,26,51,43,Loamy,Tobacco,5,0,29,17-17-17
966,30,60,40,Red,Barley,27,16,37,Urea
967,28,53,43,Red,Cotton,18,4,22,DAP
968,37,69,39,Red,Oil seeds,8,3,2,14-35-14
969,35,57,30,Clayey,Wheat,30,4,15,Urea
